ALDER,_FREQ_,prob_work,hours_0,hours_1,hours_2,hours_3,hours_4,avg_wealth,work_work,nowork_nowork,avg_experience,avg_labor_income,avg_wage,avg_hours,var_wage,skew_wage,pens
71,6224,0.3189267352,0.6810732648,0.1460475578,0.0467544987,0.0383997429,0.0877249357,21.247860278,0.300120048,0.6164465786,33.222699387,3.6994410395,0.0042140173,903.5768262,7.3105662E-6,2.5098914065,
72,6085,0.2726376335,0.7273623665,0.1377156943,0.0410846343,0.0277732128,0.066064092,21.176782462,0.2562947799,0.6722620266,32.697069748,3.396130127,0.0043085932,832.12778782,9.0863695E-6,2.4889534984,
73,5938,0.2418322668,0.7581677332,0.1359043449,0.0363758841,0.0242505894,0.0453014483,21.363359645,0.2300272594,0.7083245964,32.305769631,3.0876932149,0.0044701221,739.58913649,0.0000110003,2.6180208767,
74,5880,0.2161564626,0.7838435374,0.1341836735,0.0295918367,0.0180272109,0.0343537415,21.249960796,0.1960867716,0.7445767758,31.745626672,2.6561168829,0.004301044,668.25334382,9.7024909E-6,2.5847960159,
75,5681,0.196444288,0.803555712,0.1249779968,0.0308044358,0.0124977997,0.0281640556,22.606495635,0.1812662619,0.7718993929,31.145412458,2.4972983173,0.004222856,631.76523297,8.4014924E-6,2.6725357823,
76,5187,0.1733179102,0.8266820898,0.1179872759,0.023713129,0.010989011,0.0206284943,20.731845051,0.1597821153,0.7911938266,30.45817617,2.2712571598,0.0042101322,581.36818687,0.0000102939,2.8912103953,
77,4611,0.1559314682,0.8440685318,0.1084363479,0.0223378877,0.0095423986,0.0156148341,20.620454127,0.1416386663,0.8089945722,29.743083955,2.1640276703,0.0043873332,551.11265647,0.0000130878,3.1783392556,
78,4006,0.143534698,0.856465302,0.1055916126,0.0167249126,0.0067398902,0.0144782826,22.616883158,0.1275769346,0.8308933373,29.060909583,2.03991909,0.0044255824,524,0.0000132984,2.8111141503,
79,3348,0.1296296296,0.8703703704,0.0985663082,0.0128434886,0.006869773,0.0113500597,21.819836347,0.1158768592,0.8436527153,28.394300031,1.8576856948,0.0042975936,499.65437788,0.0000114634,2.9263616968,
80,2785,0.1055655296,0.8944344704,0.0807899461,0.0104129264,0.0028725314,0.0114901257,22.772352887,0.0987341772,0.8662447257,27.612208259,1.8170565695,0.0041629551,507.4829932,0.000015049,3.4580504728,
81,2244,0.0811051693,0.9188948307,0.0646167558,0.006684492,0.0008912656,0.008912656,23.325136693,0.0739549839,0.8922829582,26.903743316,1.6938804307,0.0037808907,484.06593407,6.9418812E-6,2.600115064,
82,1484,0.0781671159,0.9218328841,0.0592991914,0.0074123989,0.0006738544,0.0107816712,25.07260967,0.0661213361,0.9066121336,26.444743935,1.7919834841,0.0036637208,534.05172414,6.3357272E-6,2.7684871022,
83,933,0.0589496249,0.9410503751,0.0493033226,0.0042872454,0,0.0053590568,22.836180482,0.0532030402,0.9272529859,25.849946409,1.788591887,0.0040173109,436.36363636,0.0000133386,3.4387407748,
84,449,0.0534521158,0.9465478842,0.0512249443,0,0,0.0022271715,25.951778886,0.0426966292,0.9325842697,25.521158129,0.9467837161,0.0033262831,318.75,2.7058494E-6,1.7727255704,
